title,content,category
"IPL 2022: मुंबई को मिली लगातार 7वीं हार के बाद छलका रोहित शर्मा का दर्द, बताया कहां हुई टीम से चूक","मुंबई इंडियंस के कप्तान रोहित शर्मा ने इंडियन प्रीमियर लीग के रोमांचक मैच में चेन्नई सुपर किंग्स सीएसके) से मिली तीन विकेट की हार के बाद काफी निराश नजर आए। टूर्नामेंट में मुंबई की टीम यह लगातार सातवीं हार थी। सीएसके के खिलाफ मिली करारी हार के बाद कप्तान रोहित ने कहा कि अंत में महेंद्र सिंह धोनी और ड्वेन) प्रिटोरियस ने मैच छीन लिया। मैच के बाद रोहित ने कहा, ''हम शुरुआती विकेट गंवाने के बावजूद अच्छा स्कोर बनाने में सफल रहे थे। हमने अच्छी चुनौती पेश की और गेंदबाजों ने हमें मैच में बनाये रखा। लेकिन हम सभी जानते हैं कि शांतचित्त एमएस धोनी क्या कर सकते हैं। अंत में धोनी और ड्वेन) प्रिटोरियस ने मैच हमसे छीन लिया। हमने अंत में उन पर दबाव बनाये रखा था। '' MI vs CSK : मुंबई इंडियंस की लगातार सातवीं हार, CSK ने जीता दूसरा मैच आपको बता दें कि धोनी नाबाद 28 रन) ने 'फिनिशर' की अपनी भूमिका शानदार तरीके से निभाते हुए सीएसके को अंतिम गेंद में जीत दिलायी जिससे मुंबई इंडियंस को लगातार सातवीं हार का सामना करना पड़ा। रोहित ने हालांकि कहा, ''शीर्ष क्रम पर ऊंगली उठाना मुश्किल है। अगर आप दो या तीन विकेट जल्दी गंवा देते हो तो मुश्किल होगी ही। ''मुंबई इंडियंस ने तिलक वर्मा की नाबाद 51 रन की अर्धशतकीय पारी से खराब शुरुआत से उबरते हुए सात विकेट पर 155 रन का सम्मानजनक स्कोर खड़ा किया था, जिसके जवाब में सीएसके ने पारी की आखिरी गेंद पर जीत 156 रन बनाकर मैच को अपने नाम कर लिया।",sport
IPL 2022: कैप्टन संजू सैमसन का धमाल... तूफानी पारी खेलकर बनाया ये खास रिकॉर्ड,"राजस्थान रॉयल्स (DC) के कप्तान संजू सैमसन एक खास उपलब्धि हासिल की है. संजू ने टी20 करियर में अपने पांच हजार रन पूरे कर लिए हैं. शुक्रवार को दिल्ली कैपिटल्स (DC) के खिलाफ इंडियन प्रीमियर लीग (IPL) के मुकाबले में अपना 11वां रन बनाते ही वह इस आंकड़े तक पहुंच गए.  सैमसन से पहले विराट कोहली, रोहित शर्मा, गौतम गंभीर समेत 12 खिलाड़ी यह उपलब्धि हासिल कर चुके थे. केरल से ताल्लुक रखने वाले संजू सैमसन के नाम अब 205 टी20 मैचों में 5035 रन हो गए हैं. इस दौरान उनके बल्ले से तीन शतक और 31 अर्धशतक निकले. संजू के नाम पर टी20 क्रिकेट में 394 चौके एवं 221 छक्के दर्ज हैं. संजू ने खेली तूफानी पारी दिल्ली के खिलाफ मैच में संजू ने महज 19 गेंदों पर नाबाद 46 रन बना डाले. इस दौरान उन्होंने 5 चौके और तीन छक्के उड़ाए. संजू सैमसन के इस पारी की बदौलत राजस्थान की टीम दो विकेट पर 222 रनों के स्कोर तक पहुंच गई. मौजूदा आईपीएल सीजन में यह किसी टीम का सबसे बड़ा स्कोर है. गेल के नाम सबसे ज्यादा रन टी20 क्रिकेट में सबसे ज्यादा रन बनाने का रिकॉर्ड कैरिबियाई बल्लेबाज क्रिस गेल के नाम है. गेल ने अबतक 463 टी20 मैचों में 36.22 की औसत से 14,562 रन बनाए हैं. इस दौरान उनके बल्ले से 22 शतक और 88 अर्धशतक निकले हैं. इस सूची में दूसरा स्थान पाकिस्तान के पूर्व कप्तान शोएब मलिक का है, जिन्होंने अब तक 472 टी20 मैचों में 11698 रन बनाए हैं. वेस्टइंडीज के ही कीरोन पोलार्ड 588 मैचों में 11,523 रन बनाकर इस लिस्ट में तीसरे नंबर पर हैं. वहीं, ऑस्ट्रेलियाई खिलाड़ियों एरॉन फिंच और डेविड वॉर्नर क्रमश: चौथे एवं पांचवें नंबर पर काबिज हैं. टी20 क्रिकेट में सबसे ज्यादा रन: क्रिस गेल- 14562 शोएब मलिक- 11698 कीरोन पोलार्ड- 11523 एरॉन फिंच- 10564 डेविड वॉर्नर- 10527 विराट कोहली- 10392 रोहित शर्मा- 10009 ये भी पढ़ें -",sport
DC vs RR Dream 11: इन 11 खिलाड़ियों पर आप लगा सकते हैं दांव,"नई दिल्ली. आईपीएल के 34वें मुकाबले में राजस्थान रॉयल्स का सामना आईपीएल के मैच में आज दिल्ली कैपिटल्स से होगा. नजरें फिरकी के जादूगरों युजवेंद्र चहल (Yuzvendra Chahal) और कुलदीप यादव (Kuldeep Yadav) के हुनर पर लगी होंगी. ऑरेंज कैपधारी जॉस बटलर ( 375 रन ) और पर्पल कैपधारी चहल (17 विकेट) के फॉर्म को देखते हुए रॉयल्स इस सत्र की सबसे मजबूत टीमों में से एक बन गई है. शिमरॉन हेटमायर को छोड़कर मध्यक्रम में कोई चल नहीं सका लेकिन इसकी कमी रॉयल्स को खल नहीं रही है. RR vs DC Dream 11 Team Prediction, IPL 2022: कप्तान-जॉस बटलर उपकप्तान-डेविड वॉर्नर विकेटकीपर-ऋषभ पंत बल्लेबाज-पृथ्वी शॉ, जॉस बटलर, डेविड वॉर्नर, ऋषभ पंत ऑलराउंडर्स: अक्षर पटेल, ललित यादव, शार्दुल ठाकुर गेंदबाज: कुलदीप यादव, युजवेंद्र चहल, ट्रेंट बोल्ट, प्रसिद्ध कृष्णा दिल्ली कैपिटल्स की संभावित प्लेइंग 11: पृथ्वी शॉ, डेविड वॉर्नर, सरफराज खान, ऋषभ पंत, ललित यादव, रोवमैन पॉवेल, अक्षर पटेल, शार्दुल ठाकुर, मुस्ताफिजुर रहमान, कुलदीप यादव और खलील अहमद. राजस्थान रॉयल्स की संभावित प्लेइंग 11: जॉस बटलर, देवदत्त पडिक्कल, संजू सैमसन, शिमरॉन हेटमायर, रियान पराग, करुण नायर, आर अश्विन, ओबेड मैकॉय, ट्रेंट बोल्ट, प्रसिद्ध कृष्णा और युजवेंद्र चहल. टीमें इस प्रकार हैं: दिल्ली कैपिटल्स: ऋषभ पंत (कप्तान), अश्विन हेब्बर, डेविड वार्नर, मनदीप सिंह, पृथ्वी सॉव, रोवमैन पॉवेल, एनरिक नोर्किया, चेतन सकारिया, खलील अहमद, कुलदीप यादव, लुंगी एनगिडी, मुस्ताफिजुर रहमान, शार्दुल ठाकुर, अक्षर पटेल, कमलेश नागरकोटी , ललित यादव, मिशेल मार्श, प्रवीण दुबे, रिपल पटेल, सरफराज खान, विक्की ओस्तवाल, यश ढुल, केएस भरत और टिम सीफर्ट. राजस्थान रॉयल्स: संजू सैमसन (कप्तान), जॉस बटलर, यशस्वी जायसवाल, शिमरोन हेटमायर, रविचंद्रन अश्विन, युजवेंद्र चहल, प्रसिद्ध कृष्णा, रियान पराग, नाथन कूल्टर-नाइल, देवदत्त पडिक्कल, नवदीप सैनी, करुण नायर, रेसी वान डेर डुसेन, जिमी नीशाम, अनुनय सिंह, डेरिल मिशेल, ध्रुव जुरेल, शुभम गढ़वाल, कुलदीप यादव, कुलदीप सेन, ओबेद मैककॉय, तेजस बरोका और केसी करियप्पा.",sport
"जब सचिन का आया था 'डेजर्ट स्टॉर्म', ऑस्ट्रेलिया के खिलाफ जड़ा तूफानी शतक","नई दिल्ली. क्रिकेट के भगवान कहे जाने वाले सचिन तेंदुलकर का शुमार दुनिया के महानतम क्रिकेटरों में किया जाता है. उन्होंने अपने क्रिकेट करियर के दौरान कई महत्वपूर्ण पारियां खेलीं. 24 साल पहले 22 अप्रैल 1998 को शारजाह में सचिन ने ऑस्ट्रेलिया के खिलाफ धमाकेदार शतक लगाया था. क्रिकेट इतिहास में उनकी यह पारी ‘डेजर्ट स्टॉर्म’ के नाम से मशहूर है. इस मुकाबले में पारी का आगाज करने उतरे सचिन ने कंगारू गेंदबाजों की जमकर खबर ली. उन्होंने आतिशी बल्लेबाजी करते हुए 143 रन बनाए थे. साल 1998 में कोका कोला कप का आयोजन शारजाह में किया गया है. इस त्रिकोणीय सीरीज में भारत, ऑस्ट्रेलिया और न्यूजीलैंड की टीमों ने भाग लिया. सीरीज का छठा मुकाबला 22 अप्रैल को भारत और ऑस्ट्रेलिया के बीच खेला गया. इस मैच में ऑस्ट्रेलिया ने टॉस जीतकर पहले बैटिंग करते हुए 7 विकेट पर 284 रन बनाए. ऑस्ट्रेलिया की और से माइकल बेवन ने 101 रन की नाबाद पारी खेली. मार्क वॉ ने 81 रन बनाए. भारत की तरफ से वेंकटेश प्रसाद सबसे सफल गेंदबाज रहे जिन्होंने 2 विकेट लिए. सचिन की ‘डेजर्ट स्टॉर्म’ पारी ऑस्ट्रेलिया की पारी जब समाप्त हुई तो ब्रेक के दौरान तूफान आया था. कुछ देर बाद तूफान तो चल गया. लेकिन बाद में सचिन ने जो तूफानी पारी खेली वह आज भी क्रिकेटप्रेमियों के जेहन में है. पारी का आगाज करने उतरे तेदुलकर ने ऑस्ट्रेलियाई आक्रमण की धज्जियां उड़ाते हुए 131 गेद पर 143 रन की विस्फोटक पारी खेली. उन्होंने अपनी पारी के दौरान 9 चौके और 5 छक्के लगाए. उनके आगे डेमियन फ्लेमिंग, माइकल कास्प्रोविच और शेन वॉर्न जैसे गेंदबाज बौने नजर आए. इसी पारी को डेजर्ट स्टॉर्म कहा गया. मैच हारकर भी क्वालिफाई कर गया भारत भारत को मुकाबला जीतने के लिए संशोधित 276 रन का टारगेट मिला था. जो उसे 46 ओवर में पूरा करना था. भारतीय टीम निर्धारित 46 ओवरों में पांच विकेट पर 250 रन ही बना पाई. ऑस्ट्रेलिया ने यह मैच 26 रन से जीत लिया. लेकिन हार के बावजूद भारत को निराश नहीं होना पड़ा. दरअसल, भारत को फाइनल के लिए क्वालीफाई करने की खातिर इस मैच में 46 ओवर में 236 रन बनाने की जरूरत थी. भारत ने यह स्कोर पार कर रनरेट में न्यूजीलैंड को पीछे छोड़ा और फाइनल में जगह बनाई. सचिन को यह बात अच्छी तरह मालूम थी, इसलिए उन्होंने जीतने के लिए अतिरिक्त जोखिम लेने की बजाय फाइनल के गणित पर फोकस किया. 24 अप्रैल को खेले गए फाइनल में क्या हुआ? सचिन ने अपने जन्मदिन पर क्या कमाल दिखाया, यह हम ऑन दिस डे की अगली स्टोरी में बताएंगे.",sport
"IPL 2022: गरीबी में बीता बचपन, पिता ने मां को सड़क पर छोड़ा, आज है कीरोन पोलार्ड इतने करोड़ का मालिक","क्रिकेट न्यूज डेस्क।। वेस्टइंडीज के सीमित ओवरों के कप्तान कीरोन पोलार्ड ने अंतरराष्ट्रीय क्रिकेट से संन्यास की घोषणा कर दी है। 34 साल के कीरोन पोलार्ड आज किसी फिल्म स्टार से कम नहीं हैं और उनकी लाइफस्टाइल शानदार है। कीरोन पोलार्ड के जीवन के बारे में बहुत कम लोग जानते हैं कि उन्होंने अपना बचपन बेहद गरीबी में बिताया। इस लेख के माध्यम से हम आपके साथ कीरोन पोलार्ड के जीवन के ऐसे ही पहलुओं को साझा करने जा रहे हैं। 12 मई 1987 को त्रिनिदाद में पैदा हुए कीरोन पोलार्ड के परिवार में उनके पिता हेज़ल-एन पोलार्ड, उनकी दो बहनें और छोटे पोलार्ड हैं। पोलार्ड की मां ने उन्हें और उनकी दो बहनों को गरीबी में पाला। कीरोन पोलार्ड ने अपना बचपन ऐसी जगह बिताया, जहां खून-खराबा और डकैती होती थी। ",sport
"Asian Wrestling Championships: भारतीय पहलवानों का कमाल, सरिता और सुषमा ने जीते मेडल","Asian Wrestling Championships: पिछली बार की चैंपियन सरिता मोर अपना सर्वश्रेष्ठ प्रदर्शन नहीं कर पाने के बावजूद गुरुवार को यहां एशियाई कुश्ती चैंपियनशिप में कांस्य पदक जीतने में सफल रही जबकि सुषमा शौकीन ने भी कांस्य का तमगा हासिल किया. विश्व चैंपियनशिप 2021 की कांस्य पदक विजेता सरिता ने 59 किग्रा में दो हार के साथ शुरुआत की. इस भार वर्ग में पांच पहलवान भाग ले रही थी और सरिता को शुरू में मंगोलिया की शूवडोर बातरजाव (1-2) और जापान की सारा नतामी से हार झेलनी पड़ी. उन्होंने हालांकि आखिरी दो मुकाबले जीतकर अच्छी वापसी की. सरिता के हाथ लगा ब्रॉन्ज मेडल सरिता ने पहले उज्बेकिस्तान की दिलफुजा ऐंबेतोवा को तकनीकी श्रेष्ठता से हराया और उसके बाद डायना कयूमोवा पर 5-2 से जीत दर्ज की. सरिता ने पीटीआई से कहा, 'मैं मंगोलियाई खिलाड़ी के खिलाफ मुकाबला जीत सकती थी. लेकिन वह मेजबान देश की टीम से थी, इसलिए रेफरी का भी उसे कुछ सहयोग मिला. वह मैट से हट रही थी लेकिन उसे कोई चेतावनी नहीं दी गई. इसका उसे फायदा मिला.' उन्होंने कहा, 'जापान की पहलवान को भी हराया जा सकता था लेकिन आज मेरा दिन नहीं था. मैं जैसा चाहती थी वैसा प्रदर्शन नहीं कर पाई. शायद मौसम की वजह से ऐसा हुआ हो क्योंकि यह शहर काफी ऊंचाई पर स्थित है. मैं मैट पर सक्रिय नहीं रही. इसके अलावा मेरे मुकाबलों के बीच बहुत कम समय था. सुषमा ने भी जीता मेडल सुषमा ने 55 किग्रा वर्ग में कांस्य पदक जीता. इस भार वर्ग में भी केवल पांच पहलवान शामिल थे. सुषमा जापान की उमी इमाई से तकनीकी श्रेष्ठता से हार गई, लेकिन उन्होंने अगले दौर में कजाकिस्तान की अल्टिन शगायेवा पर 5-0 से जीत के साथ शानदार वापसी की. इसके बाद उन्होंने उज्बेकिस्तान की सरबीनाज जिनबाएवा को चित किया. लेकिन उन्हें स्थानीय पहलवान ओटगोंजार्गल गणबातर के खिलाफ बड़ी हार झेलनी पड़ी. इस मुकाबले में वह तकनीकी श्रेष्ठता से हार गईं. कांस्य पदक जीतने के लिए दो जीत हालांकि पर्याप्त थीं.",sport
"कौन है अनुष्का शर्मा के साथ मैच देखने वाली यह लड़की, सोशल मीडिया पर है 1 मिलियन से ज्यादा फॉलोअर्स","स्पोर्ट्स डेस्क : इंडियन प्रीमियर लीग (IPL 2022) के मंच पर खेल के साथ मिस्ट्री गर्ल्स (mystery girl of ipl) भी काफी चर्चा में रहती है, जो कहीं ना कहीं से कैमरामैन की निगाहों में आ जाती है और टेलीविजन स्क्रीन के साथ ही सोशल मीडिया पर भी छाई रहती है। इसी तरह से कुछ दिन पहले रॉयल चैलेंजर्स बेंगलुरु (RCB) के मैच के दौरान जब अनुष्का शर्मा (anushka sharma) अपने पति और उनकी टीम आरसीबी को सपोर्ट करने पहुंची थी, तो अनुष्का के साथ ही सोशल मीडिया पर एक लड़की का वीडियो भी तेजी से वायरल हुआ था। आइए आपको बताते हैं कौन है ये खूबसूरत लड़की... जब आप पहली बार आईपीएल देखने जाए और आपको ऐसी सीट मिल जाए जहां पर अनुष्का शर्मा बैठी हो, तो आपका दिन बन जाता है। कुछ इसी तरह से दिन बना रवीना आहूजा नाम की इस लड़की का, जो रॉयल चैलेंजर्स बेंगलुरु के मैच को देखने गई थी। मैच देखने के लिए उन्हें वही सेम कॉर्पोरेट बॉक्स मिला जहां अनुष्का शर्मा बैठी हुई थी। इस दौरान इस लड़की ने अनुष्का के साथ कई फोटोज और वीडियो भी शेयर की है, जो तेजी से वायरल हो रहे हैं। रवीना आहूजा ने इंस्टाग्राम पर एक रील शेयर की है और लिखा है पूरा आईपीएल मैच अनुष्का शर्मा के साथ देखा... उनकी यह रील सोशल मीडिया पर तेजी से वायरल हो रही है और अब तक 7.3 मिलियन से ज्यादा लोग इसे लाइक कर चुके हैं। इस वीडियो में रवीना सफेद कलर का टॉप और लाल कलर की कैप लगाएं आईपीएल देखने पहुंची थी। इस दौरान अनुष्का शर्मा भी वहां मौजूद थी और उन्होंने अनुष्का के साथ कई सारी सेल्फी और फोटो क्लिक की। अनुष्का ने भी अपने फैंस के साथ खूब इंजॉय किया। ",sport
"नामधारी, से, आर्मी बॉयज की जूनियर हॉकी में हुई तब तक की सबसे बड़ी जीत","नामधारी एकादश, साइ अकादमी और आर्मी ब्वायज स्पोट्र्स कंपनी ने बुधवार को यहां दूसरी हॉकी इंडिया जूनियर पुरुष अकादमी राष्ट्रीय चैंपियनशिप के पहले दिन अपने अपने प्रतिद्वंद्वियों के विरुद्ध बड़ी जीत भी हासिल कर ली है।  पूल सी में नामधारी एकादश ने जय भारत हॉकी अकादमी को दिन के पहले मैच में 12-1 से मात दी है जबकि दूसरे मैच मे सेल हॉकी अकादमी ने घुमनहेड़ा राइजर अकादमी को 4-1 से मात दी है। पूल जी के मुकाबलों में साइ अकादमी ने हनुमानगढ़ की मालवा हॉकी अकादमी को 18-2 जबकि आर्मी ब्वायज स्पोट्र्स कंपनी ने हुबली हॉकी अकादमी को 19-0 से मात दी है। दिन के अंतिम दो मैच में जमशेदपुर की नवल टाटा हॉकी अकादमी ने भाई भेलो हॉकी अकादमी भागता को 10-0 से मात दी है जबकि वादिपत्ति राजा हॉकी अकादमी ने पूल एच में बेरार हॉकी अकादमी अमरावती को 2-0 से मात दे दी है। पुराने फॉर्म में लौटे धोनी, सोशल मीडिया पर वायरल हुआ 'सर रविंद्र जडेजा' का रिएक्शन",sport
जूनियर स्पीड चेस में निहाल सरीन क्वार्टर फाइनल में बनाया स्थान,"हर साल की तरह इस बार भी जूनियर स्पीड चैस शतरंज अब रोमांचक मोड पर पहुंच चुकी है । चेस डॉट कॉम पर ऑनलाइन खेले जाने वाली इस लीग में विश्व के लगभग सभी बेहतरीन जूनियर खिलाड़ी हिस्सा लेते है और पिछले बार के विजेता इंडिया के निहाल सरीन इस बार भी बेहतरीन खेल दिखाते हुए लास्ट 8 में जगह बनाने में सफल हो चुके है। उन्होने प्री क्वाटर फ़ाइनल में हमवतन अरोण्यक घोष को पराजित 19.5-11.5 के स्कोर से पराजित कर दिया था। स्पीड चैस के नियमानुसार सबसे पहले दोनों के मध्य पहले सेट मे 5 मिनट + 1 सेकंड के कुल 10 मुक़ाबले हुए जिसमें निहाल नें 6.5-3.5 से बढ़त बना ली तो जिसके उपरांत हुए 3 मिनट + 1 सेकंड के 7 मुकाबलों में निहाल नें 5.5-1.5 से दूसरा सेट में जीत हासिल की है कुल बढ़त को 12-5 कर लिया हालांकि जिसकेन उपरांत तीसरे सेट में अरोण्यक नें 3 मिनट + 1 सेकंड के कुल 13 मुकाबलों में अच्छा खेल दिखाते हुए 6.5-6.5 से बराबरी प्राप्त की है निहाल ओवर ऑल 19.5-11.5 से मुक़ाबला जीत चुके थे । अब निहाल क्वाटर फाइनल में चीन के क्रिस्टोफर यो से टकराएँगे जिन्होने इससे पहले इंडिया के आर प्रग्गानंधा को 16.5-13.5 से पराजित कर दिया है। पुराने फॉर्म में लौटे धोनी, सोशल मीडिया पर वायरल हुआ 'सर रविंद्र जडेजा' का रिएक्शन",sport
IPL 2022: 'इन दो टीमों की भिड़ंत से लगता है भारत-पाक मैच हो रहा है',"आईपीएल 2022 (IPL 2022) का रोमांच अपने चरम पर है. सभी टीमें एक-दूसरे से भिड़कर जीतने की कोशिश कर रही हैं. आज आईपीएल के इस सीजन का 33वां मुकाबला मुंबई इंडियंस (Mumbai Indians) चेन्नई सुपर किंग्स (Chennai Super Kings) के बीच डीवाई पाटिल स्टेडियम (DY Patil Stadium) में है. आईपीएल के इस सीजन में दोनों टीमों की लय बिगड़ गई है. मुंबई इंडियंस का अबतक जीत का खाता नहीं खुल पाया है. जबकि सीएसके (CSK) सिर्फ एक मुकाबला जीतने में सफल हुई है. दोनों टीमों को लेकर पूर्व भारतीय क्रिकेटर हरभजन सिंह (Harbhajan Singh) ने बड़ी बात कही है. आइए जानते हैं कि हरभजन सिंह ने क्या कहा है. पूर्व क्रिकेटर हरभजन सिंह (Harbhajan Singh) दोनों टीमों से आईपीएल खेल चुके हैं. आईपीएल के इस सीजन में पांच बार की चैंपियन मुंबई इंडियंस (Mumbai Indians) चार बार की चैंपियन चेन्नई सुपर किंग्स (Chennai Super Kings) का लगातार निराशाजनक प्रदर्शन जारी है. इन दोनों टीमों को लेकर हरभजन सिंह (Harbhajan Singh) ने कहा कि जब चेन्नई मुंबई के बीच मुकाबला होता है तो ये मैच भारत-पाकिस्तान (India-Pakistan) के बीच होने वाले मुकाबले जैसा लगता है. उन्होंने तर्क देते हुए कहा कि दोनों टीमों के भिड़ने से इमोशन अपने चरम पर होता है. हरभजन सिंह (Harbhajan Singh) ने स्टार स्पोर्ट्स के शो क्रिकेट लाइव पर बात करते हुए कहा कि मुंबई इंडियंस के ड्रेसिंग रूम में 10 साल तक बैठने के बाद जब मैंने पहली बार सीएसके की जर्सी पहनी तो मुझे अजीब लगा. ये दोनों ही टीमें मेरे लिए बेहद खास रही है दोनों के बीच होने वाला मैच मुझे भारत-पाकिस्तान के बीच होने वाले मैच जैसा अनुभव देता है क्योंकि इस दौरान भावना अपने चरम पर होता है. उन्होंने आगे कहा कि जब मैंने पहली बार मुंबई के खिलाफ मैदान पर कदम रखा था तब मैं चाह रहा था कि मैच जल्दी खत्म हो जाए क्योंकि उस मैच में दवाब भावना दोनों ही शामिल थे. सौभाग्य से वह मैच जल्दी खत्म हो गया सीएसके ने इसे जीत लिया. : CSK vs MI : आज है महामुकाबला, चेन्नई मुंबई की ये है प्लेइंग 11 आईपीएल (IPL) के इस सीजन में मुंबई इंडियंस (Mumbai Indians) अबतक 6 मैच खेली है. मुंबई को एक भी मुकाबले में जीत नहीं मिली है. जबकि सीएसके (CSK) भी अबतक 6 मुकाबला खेल चुकी है. इस दौरान टीम को सिर्फ एक मुकाबले में जीत मिली है. देखना है कि आज के मुकाबले में कौन सी टीम बाजी मारती है.",sport
"IPL Points Table 2022, Purple Cap and Orange Cap Holder List: अंकतालिका में मुंबई अब भी बेबस नहीं खुला खाता, CSK ने बढ़ाए 2 अंक","IPL Points Table 2022, Purple Cap and Orange Cap Holder List: इंडियन प्रीमियर लीग में मुंबई इंडियन्स ने लगातार अपनी 7वीं हार के बाद एक नया शर्मनाक रिकॉर्ड अपने नाम कर लिया है. आईपीएल के इतिहास यह पहला मौका है, जब कोई टीम लगातार अपने शुरुआती 7 मैच हार गई हो. इससे पहले दिल्ली डेवरडेविल्स (दिल्ली कैपिटल्स) ने साल 2013 और रॉयल चैलेंजर्स बैंगलोर (RCB) ने साल 2019 में लगातार अपने शुरुआती 6 मैच गंवाए थे, जबकि उन्हें अपने-अपने 7वें मुकाबले में जीत मिली थी. मुंबई की इस लगातार 7वीं हार के बाद उसके अभी भी 0 अंक हैं और उसका नेट रनरेट (NRR) भी -0.892 पर पहुंच गया है. वह 10वें पायदान पर मौजूद है. दूसरी ओर चेन्नई सुपर किंग्स (CSK) की टीम को भले इस जीत से अंक तालिका के पायदान में ऊपर चढ़ने का फिलहाल मौका न मिला हो लेकिन अब उसके 4 अंक हो गए हैं. जहां मुंबई इंडियन्स के लिए अब प्लेऑफ के रास्ते करीब-करीब बंद दिखने लगे हैं, वहीं सीएसके के पास अभी भी यहां पहुंचने का मौका मौजूद है. इस बीच चेन्नई का नेट रन रेट (NRR) भी थोड़ा बेहतर हुआ है. अब यह -0.638 था से ऊपर होकर -0.534 हो गया है. आईपीएल 2022 टीम अंकतालिका: आईपीएल 2022 ऑरेंज कैप: ऑरेंज कैप की अगर बात करें तो इस सीजन अब तक 2 शतक ठोक चुके राजस्थान रॉयल्स (RR) के जोस बटलर (Jos Buttler) की जगह पहले पायदान पर अभी बिल्कुल महफूज है. हालांकि इस फेहरिस्त में टॉप 5 से बाहर हो चुके शिवम दुबे (Shivam Dube) ने भले यहां सिर्फ 13 रन की पारी खेली हो लेकिन इसने उन्हें टॉप 5 में एंट्री का एक बार फिर मौका दिया है. दुबे अब 239 रनों के साथ चौथे पायदान पर पहुंच गए हैं. आईपीएल 2022 पर्पल कैप: पर्पल कैप की दौड़ में भी रॉयल्स के युजवेंद्र चहल (Yuzvendra Chahal) 17 विकेटों के साथ पहले पायदान पर सुरक्षित हैं. लेकिन इस बीच चेन्नई सुपरि किंग्स (CSK) के सीनियर और अनुभवी तेज गेंदबाज ड्वेन ब्रावो (Dwayne Bravo) ने एक बार फिर बेहतरीन गेंदबाजी का प्रदर्शन कर 2 विकेट अपने नाम किए. वह पर्पल कैप की दौड़ में कुल 12 विकेटों के साथ अब तीसरे पायदान पर आ गए हैं.",sport
CSK vs MI : मुंबई के साथ मुकाबले से पहले चेन्नई को लगा बड़ा झटका!,"CSK News in IPL 2022 : आईपीएल 2022 के आज के मुकाबले में दो दिग्गज टीमें यानी चेन्नई सुपर किंग्स मुंबई इंडियंस (CSK vs MI) आमने सामने होंगी. चेन्नई मुंबई दोनों के लिए मुकाबला जीतना जरूरी है. मुंबई की टीम अभी अटक एक भी जीत इस आईपीएल में अपने नाम नहीं कर सकी है, ऐसे में कप्तान रोहित शर्मा (Rohit Sharma) जीत का खाता खोलना चाहेंगे. लेकिन चेन्नई के लिए खबर कुछ ठीक नहीं है. इस मैच से पहले एक स्टार खिलाड़ी टीम से बाहर हो गया है. ये खिलाड़ी है साउथ अफ्रीका का शानदार प्लेयर डेवन कॉन्वे (Devon Conway). डेवन कॉन्वे (Devon Conway) देश वापस लौट चुके हैं, क्योंकि कुछ ही दिनों में डेवन कॉन्वे (Devon Conway) की शादी होने वाली है. आज के मुकाबले से डेवन कॉन्वे (Devon Conway) जैसा शानदार प्लेयर बाहर रहेगा। हालांकि चेन्नई के अगले मुकाबले से पहले डेवन कॉन्वे (Devon Conway) वापिस आ जाएंगे। अपने देश जाने से पहले डेवन कॉन्वे (Devon Conway) ने मुंबई के होटल में सभी चेन्नई के प्लेयर्स को पार्टी भी दी. हालांकि आज चेन्नई के लिए करो या मरो का मुकाबला होने वाला है. जब भी ये दोनों टीमें आपस में भिड़ती हैं तो जानदार मुकाबला होने की उम्मींद सभी आईपीएल के फैंस को होती है.",sport
